depth;name;parent_code_kemendagri;code_kemendagri
4;SABAKE;92.01.54;92.01.54.2003
4;KLAYASTANI;92.01.54;92.01.54.2004
3;SAYOSA TIMUR;92.01;92.01.55
4;SAILALA;92.01.55;92.01.55.2001
4;KLAWANA;92.01.55;92.01.55.2002
4;KLADUK;92.01.55;92.01.55.2003
4;KLAWON;92.01.55;92.01.55.2004
4;KLAKAK;92.01.55;92.01.55.2005
4;KLALWOK;92.01.55;92.01.55.2006
2;KAB. MANOKWARI;92;92.02
3;WARMARE;92.02;92.02.03
4;DINDEY;92.02.03;92.02.03.2001
4;INDISEY;92.02.03;92.02.03.2002
4;HINGK;92.02.03;92.02.03.2003
4;WARMARE;92.02.03;92.02.03.2004
4;NIMBAY;92.02.03;92.02.03.2005
4;MENY;92.02.03;92.02.03.2006
4;TANAH MERAH;92.02.03;92.02.03.2007
4;UMCEN;92.02.03;92.02.03.2008
4;SUBSAY;92.02.03;92.02.03.2009
4;MADRAT;92.02.03;92.02.03.2010
4;SNAIMBOY;92.02.03;92.02.03.2011
4;GUENTUY;92.02.03;92.02.03.2012
4;NGUNGGUEN;92.02.03;92.02.03.2013
4;SOTEA;92.02.03;92.02.03.2014
4;DUWIN;92.02.03;92.02.03.2015
4;IBUWAU;92.02.03;92.02.03.2016
4;IBOISRATI;92.02.03;92.02.03.2017
4;SRAINDABEY;92.02.03;92.02.03.2018
4;MOKWAM;92.02.03;92.02.03.2019
4;AMBER;92.02.03;92.02.03.2020
4;KWAU;92.02.03;92.02.03.2021
4;SYOU;92.02.03;92.02.03.2022
4;INDONBEY;92.02.03;92.02.03.2023
4;MINGRE;92.02.03;92.02.03.2024
4;AIWOW;92.02.03;92.02.03.2025
4;ASARBEY;92.02.03;92.02.03.2026
4;MINOQBEI;92.02.03;92.02.03.2027
4;BAHAMYENTI;92.02.03;92.02.03.2028
4;FIGOUD;92.02.03;92.02.03.2029
4;KIPUWAU;92.02.03;92.02.03.2030
4;DUWEIBEY;92.02.03;92.02.03.2031
3;PRAFI;92.02;92.02.04
4;PRAFI MULYA;92.02.04;92.02.04.2001
4;UMBUY;92.02.04;92.02.04.2002
4;DESAY;92.02.04;92.02.04.2003
4;AIMASI;92.02.04;92.02.04.2004
4;UDAPI HILIR;92.02.04;92.02.04.2005
4;WASEKI POP;92.02.04;92.02.04.2006
4;WASEGI INDAH;92.02.04;92.02.04.2007
4;INGKWOISI;92.02.04;92.02.04.2008
4;BOGOR;92.02.04;92.02.04.2009
4;SOMI;92.02.04;92.02.04.2010
4;BEDIP MATOA;92.02.04;92.02.04.2011
4;KALI AMIN;92.02.04;92.02.04.2012
4;LISMAUNGU;92.02.04;92.02.04.2013
4;UHYEHEBRIG;92.02.04;92.02.04.2014
4;KERENU;92.02.04;92.02.04.2015
4;MEBJI;92.02.04;92.02.04.2016
3;MASNI;92.02;92.02.05
4;MASNI;92.02.05;92.02.05.2001
4;SUMBER BOGA;92.02.05;92.02.05.2002
4;PRAFI BARAT;92.02.05;92.02.05.2003
4;MUARA PRAFI;92.02.05;92.02.05.2004
4;MACUAN;92.02.05;92.02.05.2006
4;WARIORI;92.02.05;92.02.05.2008
4;BOWI SUBUR;92.02.05;92.02.05.2009
4;MAKWAN;92.02.05;92.02.05.2010
4;KALI MERAH;92.02.05;92.02.05.2011
4;MEIFORGA;92.02.05;92.02.05.2012
4;SIBUNI;92.02.05;92.02.05.2013
4;YENSUM;92.02.05;92.02.05.2014
4;MANSABURI;92.02.05;92.02.05.2015
4;IGOR;92.02.05;92.02.05.2016
4;MEREJEMEG;92.02.05;92.02.05.2017
4;AURMIOS;92.02.05;92.02.05.2018
4;SEMBAB;92.02.05;92.02.05.2020
4;MEMBOWI;92.02.05;92.02.05.2024
4;YONSORIBO;92.02.05;92.02.05.2027
4;MEYOF II;92.02.05;92.02.05.2028
4;MOUBJA;92.02.05;92.02.05.2030
4;RIRINFOS;92.02.05;92.02.05.2031
4;MUARA WARIORI;92.02.05;92.02.05.2032
4;KOYANI;92.02.05;92.02.05.2034
4;MEYERUK;92.02.05;92.02.05.2035
4;INYEI;92.02.05;92.02.05.2036
4;UNDI;92.02.05;92.02.05.2037
4;JOWEN;92.02.05;92.02.05.2038
4;ASKA;92.02.05;92.02.05.2039
4;MANTEDI;92.02.05;92.02.05.2040
4;WARIORI INDAH;92.02.05;92.02.05.2042
4;UREY;92.02.05;92.02.05.2045
4;WAMFOURA;92.02.05;92.02.05.2046
3;MANOKWARI BARAT;92.02;92.02.12
4;MANOKWARI BARAT;92.02.12;92.02.12.1001
4;SANGGENG;92.02.12;92.02.12.1002
4;WOSI;92.02.12;92.02.12.1003
4;AMBAN;92.02.12;92.02.12.1004
4;PADARNI;92.02.12;92.02.12.1005
4;MANOKWARI TIMUR;92.02.12;92.02.12.1006
4;UDOPI;92.02.12;92.02.12.2007
4;INGRAMUI;92.02.12;92.02.12.2008
4;SORIBO;92.02.12;92.02.12.2009
4;TANAH MERAH INDAH;92.02.12;92.02.12.2010
3;MANOKWARI TIMUR;92.02;92.02.13
4;PASIR PUTIH;92.02.13;92.02.13.1001
4;MANSINAM;92.02.13;92.02.13.2002
4;AYAMBORI;92.02.13;92.02.13.2003
4;BAKARO;92.02.13;92.02.13.2004
4;AROWI;92.02.13;92.02.13.2005
4;AIPIRI;92.02.13;92.02.13.2006
4;SUSWENI;92.02.13;92.02.13.2007
3;MANOKWARI UTARA;92.02;92.02.14
4;YOOM I;92.02.14;92.02.14.2001
4;MANDOPI;92.02.14;92.02.14.2002
4;MUBRI;92.02.14;92.02.14.2003
4;YOOM II;92.02.14;92.02.14.2004
4;TELUK MUBRI;92.02.14;92.02.14.2005
4;MEYES;92.02.14;92.02.14.2006
4;BREMI;92.02.14;92.02.14.2007
4;SAUBEBA;92.02.14;92.02.14.2008
4;PAMI;92.02.14;92.02.14.2009
4;WARBEFOR;92.02.14;92.02.14.2010
4;ASAI;92.02.14;92.02.14.2011
4;INYA;92.02.14;92.02.14.2012
4;MEYUNFOKA;92.02.14;92.02.14.2013
4;TANAH RUBUH;92.02.14;92.02.14.2014
4;SAIRO;92.02.14;92.02.14.2015
4;SINGGIMEBA;92.02.14;92.02.14.2016
4;INODUAS;92.02.14;92.02.14.2017
4;LEBAU;92.02.14;92.02.14.2018
4;CABANG DUA;92.02.14;92.02.14.2020
4;YONGGAM;92.02.14;92.02.14.2021
4;INDOU OUFA;92.02.14;92.02.14.2022
4;MUBRAIDIBA;92.02.14;92.02.14.2023
3;MANOKWARI SELATAN;92.02;92.02.15
4;SOWI;92.02.15;92.02.15.1001
4;ANDAY;92.02.15;92.02.15.1002
4;KATEBU;92.02.15;92.02.15.2003
4;MASYEPI;92.02.15;92.02.15.2004
4;WARMOMI;92.02.15;92.02.15.2005
4;DIHARA;92.02.15;92.02.15.2006
4;WALURI;92.02.15;92.02.15.2007
4;MARUNI;92.02.15;92.02.15.2008
4;MISAPMEYSI;92.02.15;92.02.15.2009
4;WASAI;92.02.15;92.02.15.2010
4;ANGGRESI;92.02.15;92.02.15.2011
4;MUPI;92.02.15;92.02.15.2012
4;WARSWAMI;92.02.15;92.02.15.2013
4;ACEMO;92.02.15;92.02.15.2014
4;WAMESA;92.02.15;92.02.15.2015
4;DOBUT;92.02.15;92.02.15.2016
4;WARKOMI;92.02.15;92.02.15.2017
4;NGUNIMBOUW;92.02.15;92.02.15.2018
3;TANAH RUBUH;92.02;92.02.17
4;WARKAPI;92.02.17;92.02.17.2001
4;AYAWI;92.02.17;92.02.17.2002
4;UKOPTI;92.02.17;92.02.17.2003
4;MISABUGOID;92.02.17;92.02.17.2004
4;MBATMA;92.02.17;92.02.17.2005
4;URWAMBEI;92.02.17;92.02.17.2006
4;IMBEISIKA I;92.02.17;92.02.17.2007
4;IMBEISIKA II;92.02.17;92.02.17.2008
4;WARMAWAI;92.02.17;92.02.17.2009
4;REMBUY;92.02.17;92.02.17.2010
4;IMHASUMA;92.02.17;92.02.17.2011
4;CUYEHEP;92.02.17;92.02.17.2012
4;HANGHOUW;92.02.17;92.02.17.2013
4;NINGDIP;92.02.17;92.02.17.2014
4;WARAMI;92.02.17;92.02.17.2015
4;IMBOITI;92.02.17;92.02.17.2016
4;WARIARI;92.02.17;92.02.17.2017
4;INDIBO;92.02.17;92.02.17.2018
4;UMNUM;92.02.17;92.02.17.2019
4;UKEMBOISI;92.02.17;92.02.17.2020
4;MENYUMFOKU;92.02.17;92.02.17.2021
4;WEDONI;92.02.17;92.02.17.2022
4;MIROWI;92.02.17;92.02.17.2023
4;WARNYETI;92.02.17;92.02.17.2024
3;SIDEY;92.02;92.02.21
4;KAIRONI;92.02.21;92.02.21.2001
4;SIDEY;92.02.21;92.02.21.2002
4;WARAMUI;92.02.21;92.02.21.2003
4;KASSI;92.02.21;92.02.21.2004
4;SARAY;92.02.21;92.02.21.2005
4;SIDEY BARU;92.02.21;92.02.21.2006
4;SIDEY MAKMUR;92.02.21;92.02.21.2007
4;MEYOF I;92.02.21;92.02.21.2008
4;WARIKI;92.02.21;92.02.21.2009
4;WOMNOWI;92.02.21;92.02.21.2010
4;MANGGUPI;92.02.21;92.02.21.2011
4;SIDEY JAYA;92.02.21;92.02.21.2012
2;KAB. FAK FAK;92;92.03
3;FAK-FAK;92.03;92.03.01
4;FAK FAK SELATAN;92.03.01;92.03.01.1001
4;FAK FAK UTARA;92.03.01;92.03.01.1002
4;GEWERPE;92.03.01;92.03.01.2007
4;LUSI PERI;92.03.01;92.03.01.2011
4;WRIKAPAL;92.03.01;92.03.01.2012
3;FAK-FAK BARAT;92.03;92.03.02
4;WERBA;92.03.02;92.03.02.2001
4;KIAT;92.03.02;92.03.02.2002
4;PURWASAK;92.03.02;92.03.02.2003
4;WURKENDIK;92.03.02;92.03.02.2008
4;KWUHKENDAK;92.03.02;92.03.02.2010
4;PURWAHAB TONGGO;92.03.02;92.03.02.2011
4;PAHGER NKINDIK;92.03.02;92.03.02.2012
4;WERBA UTARA;92.03.02;92.03.02.2013
4;PORUM;92.03.02;92.03.02.2014
3;FAK-FAK TIMUR;92.03;92.03.03
4;TUNAS GAIN;92.03.03;92.03.03.2001
4;URAT;92.03.03;92.03.03.2003
4;SANGGRAM;92.03.03;92.03.03.2004
4;WERI;92.03.03;92.03.03.2010
4;KIRIA BISA;92.03.03;92.03.03.2012
4;SAHAREI;92.03.03;92.03.03.2013
3;KOKAS;92.03;92.03.04
4;KOKAS KOTA;92.03.04;92.03.04.1001
4;MANDONI;92.03.04;92.03.04.2003
4;SEKAR;92.03.04;92.03.04.2008
4;UGAR;92.03.04;92.03.04.2009
4;SISIR;92.03.04;92.03.04.2010
4;KAMPUNG BARU;92.03.04;92.03.04.2011
4;PATIMBURAK;92.03.04;92.03.04.2012
4;BATUFIAFAS;92.03.04;92.03.04.2013
4;KINAM;92.03.04;92.03.04.2014
4;MAMBUNIBUNI;92.03.04;92.03.04.2021
4;KRIAWASWAS;92.03.04;92.03.04.2024
4;SOSAR;92.03.04;92.03.04.2028
4;PANG WADAR;92.03.04;92.03.04.2029
4;MASINA;92.03.04;92.03.04.2030
4;KIMINA KRA;92.03.04;92.03.04.2031
3;FAK-FAK TENGAH;92.03;92.03.05
4;DANAWERIA;92.03.05;92.03.05.1001
4;KAYU MERAH;92.03.05;92.03.05.2002
4;KATEMBA;92.03.05;92.03.05.2003
4;NEMEWIKARYA;92.03.05;92.03.05.2004
4;RADURIA;92.03.05;92.03.05.2005
4;BRONGKENDIK;92.03.05;92.03.05.2006
4;AIR BESAR;92.03.05;92.03.05.2007
4;MANDOPMA;92.03.05;92.03.05.2008
4;KANANTARE;92.03.05;92.03.05.2009
4;PASIR PUTIH;92.03.05;92.03.05.2010
4;PIRMA;92.03.05;92.03.05.2011
4;SAKARTEMIN;92.03.05;92.03.05.2012
4;HAMBRANGKENDIK;92.03.05;92.03.05.2013
4;UNIPOKPOK;92.03.05;92.03.05.2014
3;KARAS;92.03;92.03.06
4;MALAKULI;92.03.06;92.03.06.2001
4;FAUR;92.03.06;92.03.06.2002
4;KIABA;92.03.06;92.03.06.2003
4;ANTALISA;92.03.06;92.03.06.2004
4;TARAK;92.03.06;92.03.06.2005
4;TUBERWASAK;92.03.06;92.03.06.2006
4;MAS;92.03.06;92.03.06.2007
3;BOMBERAY;92.03;92.03.07
4;ONIMSARI;92.03.07;92.03.07.2007
4;MEKARSARI;92.03.07;92.03.07.2008
4;PINANG AGUNG;92.03.07;92.03.07.2009
4;BUMI MOROH INDAH;92.03.07;92.03.07.2010
4;TESHA;92.03.07;92.03.07.2012
4;ONIM JAYA;92.03.07;92.03.07.2014
4;WONO REJO;92.03.07;92.03.07.2015
3;KRAMONGMONGGA;92.03;92.03.08
4;KRAMONGMONGGA;92.03.08;92.03.08.2001
4;WARGEP;92.03.08;92.03.08.2007
4;MAMUR;92.03.08;92.03.08.2008
4;NEMBUKTEB;92.03.08;92.03.08.2009
4;PIKPIK;92.03.08;92.03.08.2010
4;KWAMKWAMUR;92.03.08;92.03.08.2011
4;BAHBADAN;92.03.08;92.03.08.2012
4;GEWAB;92.03.08;92.03.08.2016
4;TENTREDA;92.03.08;92.03.08.2017
4;MBAHAM MA YOUN;92.03.08;92.03.08.2018
3;TELUK PATIPI;92.03;92.03.09
4;PUAR;92.03.09;92.03.09.2001
4;DEGEN;92.03.09;92.03.09.2002
4;TETAR;92.03.09;92.03.09.2003
4;SUM;92.03.09;92.03.09.2005
4;ADORA;92.03.09;92.03.09.2011
4;US;92.03.09;92.03.09.2012
4;PATIPI PASIR;92.03.09;92.03.09.2014
4;PATIPI PULAU;92.03.09;92.03.09.2015
4;MAWAR;92.03.09;92.03.09.2017
4;TIBATIBANANAM;92.03.09;92.03.09.2018
4;OFFIE;92.03.09;92.03.09.2020
4;MUHRI;92.03.09;92.03.09.2021
4;BISA;92.03.09;92.03.09.2022
3;PARIWARI;92.03;92.03.10
4;WAGOM;92.03.10;92.03.10.1001
4;WAGOM UTARA;92.03.10;92.03.10.1002
4;DULANPOKPOK;92.03.10;92.03.10.1003
4;TANAMA;92.03.10;92.03.10.2004
4;KAPAURTUTIN;92.03.10;92.03.10.2005
4;SEKBAN;92.03.10;92.03.10.2006
4;TOREA;92.03.10;92.03.10.2007
4;SEKRU;92.03.10;92.03.10.2008
4;SUKURU TUARE;92.03.10;92.03.10.2009
3;WARTUTIN;92.03;92.03.11
4;WERPIGAN;92.03.11;92.03.11.2001
4;WERABUAN;92.03.11;92.03.11.2002
4;WARTUTIN;92.03.11;92.03.11.2003
4;SIBORU;92.03.11;92.03.11.2004
4;SIPATNANAM;92.03.11;92.03.11.2005
4;KAMANDUR TETAR;92.03.11;92.03.11.2006
3;FAKFAK TIMUR TENGAH;92.03;92.03.12
4;WASERAT;92.03.12;92.03.12.2001
4;WAMBAR;92.03.12;92.03.12.2002
4;KOTAM;92.03.12;92.03.12.2003
4;KWAMA;92.03.12;92.03.12.2004
4;KALAMANUK;92.03.12;92.03.12.2005
4;WAYATI TIMUR;92.03.12;92.03.12.2006
4;WAYATI;92.03.12;92.03.12.2007
4;WAYATI BARAT;92.03.12;92.03.12.2008
4;KRABELANG;92.03.12;92.03.12.2009
4;WAMBAR TIMUR;92.03.12;92.03.12.2010
3;ARGUNI;92.03;92.03.13
4;ANDAMATA;92.03.13;92.03.13.2001
4;TAVER;92.03.13;92.03.13.2002
4;ARGUNI;92.03.13;92.03.13.2003
4;FIOR;92.03.13;92.03.13.2004
4;FURIR;92.03.13;92.03.13.2005
3;MBAHAMDANDARA;92.03;92.03.14
4;DAREMBANG;92.03.14;92.03.14.2001
4;GORAS;92.03.14;92.03.14.2002
4;MITIMBER;92.03.14;92.03.14.2003
4;WAREMU;92.03.14;92.03.14.2004
4;WOS;92.03.14;92.03.14.2005
4;MBAHAMDANDRA;92.03.14;92.03.14.2006
4;GORAS SELATAN;92.03.14;92.03.14.2007
3;KAYAUNI;92.03;92.03.15
4;KABURBUR;92.03.15;92.03.15.2001
4;UBADARI;92.03.15;92.03.15.2002
4;HOMORKOKMA;92.03.15;92.03.15.2004
4;PATTUKAR;92.03.15;92.03.15.2005
4;KAYUNI;92.03.15;92.03.15.2006
4;KUAGAS;92.03.15;92.03.15.2007
4;RANGKENDAK;92.03.15;92.03.15.2008
4;MANANMUR;92.03.15;92.03.15.2009
4;WARPA;92.03.15;92.03.15.2010
3;FURWAGI;92.03;92.03.16
4;SALAKITI;92.03.16;92.03.16.2001
4;TAWAR;92.03.16;92.03.16.2002
4;GAR;92.03.16;92.03.16.2003
4;RUMBATI;92.03.16;92.03.16.2004
4;WERFRA;92.03.16;92.03.16.2005
4;TANEHAMUR;92.03.16;92.03.16.2006
4;SENGKITI;92.03.16;92.03.16.2007
4;TWOOTKINDIK;92.03.16;92.03.16.2008
3;TOMAGE;92.03;92.03.17
4;MBIMA JAYA;92.03.17;92.03.17.2001
4;WARISA MULYA;92.03.17;92.03.17.2002
4;WONODADI MULYA;92.03.17;92.03.17.2003
4;TOMAGE;92.03.17;92.03.17.2004
4;OTOWERI;92.03.17;92.03.17.2005
4;WAMOSAN;92.03.17;92.03.17.2006
4;SALAWIER;92.03.17;92.03.17.2007
4;WASA MULYA;92.03.17;92.03.17.2008
4;WAMMAR;92.03.17;92.03.17.2009
2;KAB. SORONG SELATAN;92;92.04
3;TEMINABUAN;92.04;92.04.01
4;KAIBUS;92.04.01;92.04.01.1005
4;KOHOIN;92.04.01;92.04.01.1006
4;WERSAR;92.04.01;92.04.01.2004
4;WEHALI;92.04.01;92.04.01.2009
4;AIBOBOR;92.04.01;92.04.01.2010
4;WERMIT;92.04.01;92.04.01.2017
4;KEYEN;92.04.01;92.04.01.2018
4;SIRIBAU;92.04.01;92.04.01.2021
4;MAGIS;92.04.01;92.04.01.2025
4;TEGIROLO;92.04.01;92.04.01.2026
4;WERNAS;92.04.01;92.04.01.2034
4;TAPIRI;92.04.01;92.04.01.2035
4;GOROLO;92.04.01;92.04.01.2040
4;NAMBRO;92.04.01;92.04.01.2041
4;SEYOLO;92.04.01;92.04.01.2044
4;ANI SESNA;92.04.01;92.04.01.2045
3;INANWATAN;92.04;92.04.04
4;MATE;92.04.04;92.04.04.2001
4;SERKOS;92.04.04;92.04.04.2004
4;SOLTA BARU;92.04.04;92.04.04.2006
4;WADOI;92.04.04;92.04.04.2008
4;ISOGO;92.04.04;92.04.04.2009
4;SIBAE;92.04.04;92.04.04.2013
4;MOGIBI;92.04.04;92.04.04.2020
4;ODEARE;92.04.04;92.04.04.2026
4;SIRI-SIRI;92.04.04;92.04.04.2027
3;SAWIAT;92.04;92.04.06
4;SAWIAT;92.04.06;92.04.06.2001
4;SASNEK;92.04.06;92.04.06.2008
4;ELLES;92.04.06;92.04.06.2009
4;SODROFOYO;92.04.06;92.04.06.2011
4;SFAKYO;92.04.06;92.04.06.2012
4;WENSOUGH;92.04.06;92.04.06.2013
4;WEEN;92.04.06;92.04.06.2014
4;WENDI;92.04.06;92.04.06.2015
3;KOKODA;92.04;92.04.09
4;TAROF;92.04.09;92.04.09.2001
4;NEGERI BESAR;92.04.09;92.04.09.2002
4;SIWATORI;92.04.09;92.04.09.2003
4;KASUWERI;92.04.09;92.04.09.2004
4;MIGORI;92.04.09;92.04.09.2005
4;TAMBANI;92.04.09;92.04.09.2006
4;DAUBAK;92.04.09;92.04.09.2010
4;TOTONA;92.04.09;92.04.09.2011
4;NAYAKORE;92.04.09;92.04.09.2012
4;ARBASINA;92.04.09;92.04.09.2014
4;BIRAWAKU;92.04.09;92.04.09.2015
4;KOREWATARA;92.04.09;92.04.09.2016
4;TAPAS;92.04.09;92.04.09.2017
4;TOPDAN;92.04.09;92.04.09.2018
4;MIGRITO;92.04.09;92.04.09.2020
4;DAIMAR;92.04.09;92.04.09.2021
3;MOSWAREN;92.04;92.04.10
4;MOSWAREN;92.04.10;92.04.10.2001
4;JOHSIRO;92.04.10;92.04.10.2002
4;HARARO;92.04.10;92.04.10.2003
4;BUMI AJO;92.04.10;92.04.10.2004
4;HASIK JAYA;92.04.10;92.04.10.2005
4;KAMISABE;92.04.10;92.04.10.2006
4;TOKASS;92.04.10;92.04.10.2007
3;SEREMUK;92.04;92.04.11
4;HAHA;92.04.11;92.04.11.2001
4;KLAOGIN;92.04.11;92.04.11.2003
4;TOFOT;92.04.11;92.04.11.2004
4;SBIR;92.04.11;92.04.11.2005
4;SRER;92.04.11;92.04.11.2006
4;WOLOIN;92.04.11;92.04.11.2007
4;KAMARO;92.04.11;92.04.11.2008
4;KAKAS;92.04.11;92.04.11.2009
3;WAYER;92.04;92.04.12
4;SUNGGUER;92.04.12;92.04.12.2001
4;UNGGI;92.04.12;92.04.12.2002
4;BOLDON;92.04.12;92.04.12.2003
4;SESOR;92.04.12;92.04.12.2004
4;WAIGO;92.04.12;92.04.12.2005
4;BAGARAGA;92.04.12;92.04.12.2006
4;WARDIK;92.04.12;92.04.12.2007
4;WAYER;92.04.12;92.04.12.2008
3;KAIS;92.04;92.04.14
4;KAIS;92.04.14;92.04.14.2001
4;TAPURI;92.04.14;92.04.14.2002
4;YAHADIAN;92.04.14;92.04.14.2003
4;BENAWA I;92.04.14;92.04.14.2004
4;SUMANO;92.04.14;92.04.14.2006
3;KONDA;92.04;92.04.15
4;KONDA;92.04.15;92.04.15.2001
4;WAMARGEGE;92.04.15;92.04.15.2002
4;BARIAT;92.04.15;92.04.15.2003
4;MANELEK;92.04.15;92.04.15.2004
4;NAGNA;92.04.15;92.04.15.2005
3;MATEMANI;92.04;92.04.20
4;MUGIM;92.04.20;92.04.20.2001
4;NUSA;92.04.20;92.04.20.2002
4;SAGA;92.04.20;92.04.20.2003
4;PURAGI;92.04.20;92.04.20.2004
4;TAWANGGIRE;92.04.20;92.04.20.2005
4;BEDARE;92.04.20;92.04.20.2006
3;KOKODA UTARA;92.04;92.04.21
4;UDAGAGA;92.04.21;92.04.21.2001
4;KAYUBIRO;92.04.21;92.04.21.2002
4;ADONA;92.04.21;92.04.21.2003
4;BENAWA II;92.04.21;92.04.21.2004
4;ATORI;92.04.21;92.04.21.2005
4;KAMUNDAN SATU;92.04.21;92.04.21.2006
4;KARIRIF;92.04.21;92.04.21.2007
4;BUBUKO;92.04.21;92.04.21.2008
4;KAMUNDAN DUA;92.04.21;92.04.21.2009
3;SAIFI;92.04;92.04.22
4;MANGGROHOLO;92.04.22;92.04.22.2001
4;KOMANGGARET;92.04.22;92.04.22.2002
4;SAYAL;92.04.22;92.04.22.2003
4;KAYABO;92.04.22;92.04.22.2004
4;SISIR;92.04.22;92.04.22.2005
4;MLASWAT;92.04.22;92.04.22.2006
4;KWOWOK;92.04.22;92.04.22.2007
4;SIRA;92.04.22;92.04.22.2008
4;KENAYA;92.04.22;92.04.22.2009
4;BOTAIN;92.04.22;92.04.22.2010
3;FOKOUR;92.04;92.04.24
4;PASIR PUTIH;92.04.24;92.04.24.2001
4;WANDUM;92.04.24;92.04.24.2002
4;BEMUS;92.04.24;92.04.24.2003
4;WELEK;92.04.24;92.04.24.2004
3;SALKMA;92.04;92.04.25
4;WENSLOLO;92.04.25;92.04.25.2001
4;KLAMIT;92.04.25;92.04.25.2002
4;MLABOLO;92.04.25;92.04.25.2003
4;KOFALIT;92.04.25;92.04.25.2004
4;ALMA;92.04.25;92.04.25.2005
3;KAIS DARAT;92.04;92.04.26
4;MUKAMAT;92.04.26;92.04.26.2001
4;IKANA;92.04.26;92.04.26.2002
4;HAEMARAN;92.04.26;92.04.26.2003
4;SIRANGGO;92.04.26;92.04.26.2004
4;MOGATEMIN;92.04.26;92.04.26.2005
4;ONIMSEFA;92.04.26;92.04.26.2006
4;MAKARORO;92.04.26;92.04.26.2007
2;KAB. RAJA AMPAT;92;92.05
3;MISOOL (MISOOL UTARA);92.05;92.05.01
4;WAIGAMA;92.05.01;92.05.01.2001
4;SALAFEN;92.05.01;92.05.01.2005
4;ADUWEI;92.05.01;92.05.01.2006
4;ATKARI;92.05.01;92.05.01.2007
4;SOLAL;92.05.01;92.05.01.2014
3;WAIGEO UTARA;92.05;92.05.02
4;KABARE;92.05.02;92.05.02.2003
4;ANDEY;92.05.02;92.05.02.2010
4;ASUKWERI;92.05.02;92.05.02.2011
4;BONSAYOR;92.05.02;92.05.02.2013
4;DARUMBAB;92.05.02;92.05.02.2014
4;KALISADE;92.05.02;92.05.02.2015
3;WAIGEO SELATAN;92.05;92.05.03
4;SAONEK;92.05.03;92.05.03.2004
4;SAPORKREN;92.05.03;92.05.03.2014
4;YENBESER;92.05.03;92.05.03.2015
4;FRIWEN;92.05.03;92.05.03.2016
4;WAWIYAI;92.05.03;92.05.03.2017
3;SALAWATI UTARA;92.05;92.05.04
4;SAMATE;92.05.04;92.05.04.2001
4;KAPATLAP;92.05.04;92.05.04.2002
4;JEFMAN BARAT;92.05.04;92.05.04.2003
4;WAMEGA;92.05.04;92.05.04.2015
4;JEFMAN TIMUR;92.05.04;92.05.04.2016
4;WAIDIM;92.05.04;92.05.04.2017
3;KEPULAUAN AYAU;92.05;92.05.05
4;DOREHKAR;92.05.05;92.05.05.2001
4;YENKAWIR;92.05.05;92.05.05.2003
4;BOISERAN;92.05.05;92.05.05.2006
4;RUNI;92.05.05;92.05.05.2007
4;YENKANFAN;92.05.05;92.05.05.2008
3;MISOOL TIMUR;92.05;92.05.06
4;FOLLEY;92.05.06;92.05.06.2001
4;TOMOLOL;92.05.06;92.05.06.2003
4;USAHA JAYA;92.05.06;92.05.06.2011
4;LIMALAS TIMUR;92.05.06;92.05.06.2012
4;AUDAM;92.05.06;92.05.06.2016
4;LIMALAS BARAT;92.05.06;92.05.06.2017
3;WAIGEO BARAT;92.05;92.05.07
4;SELPELE;92.05.07;92.05.07.2001
4;MUTUS;92.05.07;92.05.07.2005
4;BIANCI;92.05.07;92.05.07.2007
4;SALEO;92.05.07;92.05.07.2011
4;WAISILIP;92.05.07;92.05.07.2012
3;WAIGEO TIMUR;92.05;92.05.08
4;PUPER;92.05.08;92.05.08.2001
4;YENBEKAKI;92.05.08;92.05.08.2002
4;URBINASOPEN;92.05.08;92.05.08.2003
4;YENSNER;92.05.08;92.05.08.2004
3;TELUK MAYALIBIT;92.05;92.05.09
4;LOPINTOL;92.05.09;92.05.09.2001
4;WARSAMDIN;92.05.09;92.05.09.2007
4;MUMES;92.05.09;92.05.09.2009
4;KALITOKO;92.05.09;92.05.09.2010
3;KOFIAU;92.05;92.05.10
4;DIBALAI;92.05.10;92.05.10.2001
4;TOLOBI;92.05.10;92.05.10.2002
4;DEER;92.05.10;92.05.10.2003
4;MIKIRAN;92.05.10;92.05.10.2004
4;AWAT;92.05.10;92.05.10.2005
3;MEOS MANSAR;92.05;92.05.11
4;YENBEKWAN;92.05.11;92.05.11.2001
4;KAPISAWAR;92.05.11;92.05.11.2002
4;SAWINGGRAI;92.05.11;92.05.11.2003
4;YENWAUPNOR;92.05.11;92.05.11.2004
4;ARBOREK;92.05.11;92.05.11.2005
4;YENBUBA;92.05.11;92.05.11.2006
4;KABUY;92.05.11;92.05.11.2007
4;KURKAPA;92.05.11;92.05.11.2008
4;SAWANDAREK;92.05.11;92.05.11.2009
3;MISOOL SELATAN;92.05;92.05.13
4;FAFANLAP;92.05.13;92.05.13.2002
4;YELLU;92.05.13;92.05.13.2006
4;HARAPAN JAYA;92.05.13;92.05.13.2007
4;USAHA JAYA;92.05.13;92.05.13.2009
4;DABATAN;92.05.13;92.05.13.2010
3;WARWARBOMI;92.05;92.05.14
4;WARMANAI;92.05.14;92.05.14.2001
4;MNIER;92.05.14;92.05.14.2002
4;BONI;92.05.14;92.05.14.2003
4;WARKORI;92.05.14;92.05.14.2004
3;WAIGEO BARAT KEPULAUAN;92.05;92.05.15
4;MANYAIFUN;92.05.15;92.05.15.2001
